Date,Plant,MachineID,MachineType,Shift,Operator,ProductionUnits,DowntimeHours,Defects,MaintenanceEvent,PlannedProduction,UtilizationRate,DefectRate,PlantProductionCapacity,MachineAge,MachineAgeGroup,YearMonth,ProductionEfficiency,DowntimeImpact,DowntimeImpactUnits
2025-04-01,Plant B,M06,Cutting,Afternoon,Nathan,237,1.0,4,No,282,0.875,0.016877637130801686,4200,7,Mid-life,2025-04,0.8404255319148937,0.15957446808510634,45
2025-04-01,Plant B,M07,Assembly,Afternoon,Ella,180,2.0,5,No,255,0.75,0.027777777777777776,4200,12,Old,2025-04,0.7058823529411765,0.2941176470588235,75
2025-04-01,Plant B,M08,Assembly,Afternoon,Mason,201,1.5,4,No,260,0.8125,0.01990049751243781,4200,4,New,2025-04,0.7730769230769231,0.2269230769230769,59
2025-04-01,Plant B,M09,Packaging,Night,Lina,212,1.7,6,No,285,0.7875,0.02830188679245283,4200,8,Mid-life,2025-04,0.743859649122807,0.256140350877193,73
2025-04-01,Plant B,M10,Packaging,Night,James,241,1.0,7,No,295,0.875,0.029045643153526972,4200,6,Mid-life,2025-04,0.8169491525423729,0.18305084745762712,54
2025-04-02,Plant B,M06,Cutting,Morning,Emma,285,0.6,4,No,312,0.925,0.014035087719298246,4200,7,Mid-life,2025-04,0.9134615384615384,0.08653846153846156,27
2025-04-02,Plant B,M07,Assembly,Morning,Ava,228,1.5,6,No,285,0.8125,0.02631578947368421,4200,12,Old,2025-04,0.8,0.19999999999999996,57
2025-04-02,Plant B,M08,Assembly,Morning,Lucas,239,1.0,3,No,281,0.875,0.012552301255230125,4200,4,New,2025-04,0.8505338078291815,0.14946619217081847,42
2025-04-02,Plant B,M09,Packaging,Morning,Emma,296,0.6,4,No,329,0.925,0.013513513513513514,4200,8,Mid-life,2025-04,0.8996960486322189,0.10030395136778114,33
2025-04-02,Plant B,M10,Packaging,Afternoon,Ella,272,1.1,6,No,325,0.8625,0.022058823529411766,4200,6,Mid-life,2025-04,0.8369230769230769,0.16307692307692312,53
2025-04-02,Plant C,M11,Cutting,Afternoon,Aria,197,1.3,5,No,240,0.8375,0.025380710659898477,3000,2,New,2025-04,0.8208333333333333,0.1791666666666667,43
2025-04-02,Plant C,M12,Cutting,Afternoon,Mila,193,1.1,4,No,229,0.8625,0.02072538860103627,3000,9,Old,2025-04,0.8427947598253275,0.15720524017467252,36
2025-04-02,Plant C,M13,Assembly,Night,Jack,159,1.5,5,No,203,0.8125,0.031446540880503145,3000,5,Mid-life,2025-04,0.7832512315270936,0.21674876847290636,44
2025-04-02,Plant C,M14,Assembly,Night,Mila,151,1.6,4,No,195,0.8,0.026490066225165563,3000,3,New,2025-04,0.7743589743589744,0.22564102564102562,44
2025-04-03,Plant B,M10,Packaging,Morning,Ava,309,0.4,4,No,335,0.95,0.012944983818770227,4200,6,Mid-life,2025-04,0.9223880597014925,0.07761194029850749,26
2025-04-03,Plant C,M11,Cutting,Morning,Zoe,235,0.6,3,No,260,0.925,0.01276595744680851,3000,2,New,2025-04,0.9038461538461539,0.09615384615384615,25
2025-04-03,Plant C,M12,Cutting,Morning,Nina,209,1.1,3,No,244,0.8625,0.014354066985645933,3000,9,Old,2025-04,0.8565573770491803,0.14344262295081966,35
2025-04-03,Plant C,M13,Assembly,Morning,Leo,208,0.8,3,No,234,0.9,0.014423076923076924,3000,5,Mid-life,2025-04,0.8888888888888888,0.11111111111111116,26
2025-04-03,Plant C,M14,Assembly,Afternoon,Aria,164,1.3,4,No,207,0.8375,0.024390243902439025,3000,3,New,2025-04,0.7922705314009661,0.20772946859903385,43
2025-04-03,Plant C,M15,Packaging,Afternoon,Mila,234,1.2,5,No,277,0.85,0.021367521367521368,3000,10,Old,2025-04,0.8447653429602888,0.15523465703971118,43
2025-04-03,Plant A,M01,Cutting,Afternoon,Mia,275,1.0,5,No,324,0.875,0.01818181818181818,6000,3,New,2025-04,0.8487654320987654,0.15123456790123457,49
2025-04-03,Plant A,M02,Cutting,Night,Chloe,227,1.5,6,No,287,0.8125,0.02643171806167401,6000,4,New,2025-04,0.7909407665505227,0.2090592334494773,60
2025-04-03,Plant A,M03,Assembly,Night,Lucas,198,1.9,7,No,269,0.7625,0.03535353535353535,6000,11,Old,2025-04,0.7360594795539034,0.2639405204460966,71
2025-04-03,Plant A,M04,Packaging,Night,Noah,204,2.4,6,No,315,0.7,0.029411764705882353,6000,5,Mid-life,2025-04,0.6476190476190476,0.35238095238095235,111
2025-04-04,Plant C,M14,Assembly,Morning,Zoe,191,1.1,3,No,223,0.8625,0.015706806282722512,3000,3,New,2025-04,0.8565022421524664,0.1434977578475336,32
2025-04-04,Plant C,M15,Packaging,Morning,Nina,263,0.9,4,No,296,0.8875,0.015209125475285171,3000,10,Old,2025-04,0.8885135135135135,0.11148648648648651,33
2025-04-04,Plant A,M01,Cutting,Morning,Liam,318,0.7,4,No,350,0.9125,0.012578616352201259,6000,3,New,2025-04,0.9085714285714286,0.09142857142857141,32
2025-04-04,Plant A,M02,Cutting,Morning,Sofia,283,1.0,4,No,328,0.875,0.014134275618374558,6000,4,New,2025-04,0.8628048780487805,0.13719512195121952,45
2025-04-04,Plant A,M03,Assembly,Afternoon,Camille,221,1.6,6,No,285,0.8,0.027149321266968326,6000,11,Old,2025-04,0.775438596491228,0.22456140350877196,64
2025-04-04,Plant A,M04,Packaging,Afternoon,Mia,264,1.3,7,No,336,0.8375,0.026515151515151516,6000,5,Mid-life,2025-04,0.7857142857142857,0.2142857142857143,72
2025-04-04,Plant A,M05,Packaging,Afternoon,Ethan,286,1.3,7,No,355,0.8375,0.024475524475524476,6000,6,Mid-life,2025-04,0.8056338028169014,0.19436619718309855,69
2025-04-04,Plant B,M06,Cutting,Night,Lina,210,1.3,6,No,259,0.8375,0.02857142857142857,4200,7,Mid-life,2025-04,0.8108108108108109,0.18918918918918914,49
2025-04-04,Plant B,M07,Assembly,Night,James,160,2.4,6,No,239,0.7,0.0375,4200,12,Old,2025-04,0.6694560669456067,0.33054393305439334,79
2025-04-07,Plant A,M03,Assembly,Morning,Hugo,240,1.5,4,No,303,0.8125,0.016666666666666666,6000,11,Old,2025-04,0.7920792079207921,0.20792079207920788,63
2025-04-07,Plant A,M04,Packaging,Morning,Liam,284,1.4,5,No,358,0.825,0.017605633802816902,6000,5,Mid-life,2025-04,0.7932960893854749,0.2067039106145251,74
2025-04-07,Plant A,M05,Packaging,Morning,Sofia,298,1.4,5,No,378,0.825,0.016778523489932886,6000,6,Mid-life,2025-04,0.7883597883597884,0.21164021164021163,80
2025-04-07,Plant B,M06,Cutting,Morning,Emma,248,1.1,4,No,298,0.8625,0.016129032258064516,4200,7,Mid-life,2025-04,0.8322147651006712,0.16778523489932884,50
2025-04-07,Plant B,M07,Assembly,Afternoon,Ella,101,4.1,5,No,245,0.4875,0.04950495049504951,4200,12,Old,2025-04,0.4122448979591837,0.5877551020408163,144
2025-04-07,Plant B,M08,Assembly,Afternoon,Mason,228,0.8,5,No,259,0.9,0.021929824561403508,4200,4,New,2025-04,0.8803088803088803,0.11969111969111967,31
2025-04-07,Plant B,M09,Packaging,Afternoon,Nathan,252,1.2,6,No,306,0.85,0.023809523809523808,4200,8,Mid-life,2025-04,0.8235294117647058,0.17647058823529416,54
2025-04-07,Plant B,M10,Packaging,Night,James,220,1.7,7,No,296,0.7875,0.031818181818181815,4200,6,Mid-life,2025-04,0.7432432432432432,0.2567567567567568,76
2025-04-07,Plant C,M11,Cutting,Night,Mila,184,1.1,6,No,222,0.8625,0.03260869565217391,3000,2,New,2025-04,0.8288288288288288,0.1711711711711712,38
2025-04-08,Plant B,M07,Assembly,Morning,Ava,123,4.0,5,No,279,0.5,0.04065040650406504,4200,12,Old,2025-04,0.44086021505376344,0.5591397849462365,156
2025-04-08,Plant B,M08,Assembly,Morning,Lucas,262,0.6,4,No,283,0.925,0.015267175572519083,4200,4,New,2025-04,0.9257950530035336,0.0742049469964664,21
2025-04-08,Plant B,M09,Packaging,Morning,Emma,285,0.9,4,No,326,0.8875,0.014035087719298246,4200,8,Mid-life,2025-04,0.8742331288343558,0.12576687116564422,41
2025-04-08,Plant B,M10,Packaging,Morning,Ava,303,0.9,5,No,346,0.8875,0.0165016501650165,4200,6,Mid-life,2025-04,0.8757225433526011,0.12427745664739887,43
2025-04-08,Plant C,M11,Cutting,Afternoon,Aria,197,1.3,5,No,245,0.8375,0.025380710659898477,3000,2,New,2025-04,0.8040816326530612,0.1959183673469388,48
2025-04-08,Plant C,M12,Cutting,Afternoon,Mila,185,1.3,4,No,232,0.8375,0.021621621621621623,3000,9,Old,2025-04,0.7974137931034483,0.2025862068965517,47
2025-04-08,Plant C,M13,Assembly,Afternoon,Owen,179,1.3,4,No,226,0.8375,0.0223463687150838,3000,5,Mid-life,2025-04,0.7920353982300885,0.2079646017699115,47
2025-04-08,Plant C,M14,Assembly,Night,Mila,143,1.8,4,No,194,0.775,0.027972027972027972,3000,3,New,2025-04,0.7371134020618557,0.2628865979381443,51
2025-04-08,Plant C,M15,Packaging,Night,Sami,202,1.4,6,No,259,0.825,0.0297029702970297,3000,10,Old,2025-04,0.7799227799227799,0.22007722007722008,57
2025-04-08,Plant A,M01,Cutting,Night,Noah,244,1.1,7,No,303,0.8625,0.028688524590163935,6000,3,New,2025-04,0.8052805280528053,0.19471947194719474,59
2025-04-09,Plant C,M11,Cutting,Morning,Zoe,230,0.7,3,No,262,0.9125,0.013043478260869565,3000,2,New,2025-04,0.8778625954198473,0.12213740458015265,32
2025-04-09,Plant C,M12,Cutting,Morning,Nina,213,1.0,4,No,250,0.875,0.018779342723004695,3000,9,Old,2025-04,0.852,0.14800000000000002,37
2025-04-09,Plant C,M13,Assembly,Morning,Leo,217,0.7,3,No,237,0.9125,0.013824884792626729,3000,5,Mid-life,2025-04,0.9156118143459916,0.08438818565400841,20
2025-04-09,Plant C,M14,Assembly,Morning,Zoe,205,0.8,4,No,228,0.9,0.01951219512195122,3000,3,New,2025-04,0.8991228070175439,0.10087719298245612,23
2025-04-09,Plant C,M15,Packaging,Afternoon,Mila,227,1.2,5,No,275,0.85,0.022026431718061675,3000,10,Old,2025-04,0.8254545454545454,0.17454545454545456,48
2025-04-09,Plant A,M01,Cutting,Afternoon,Mia,282,1.0,6,No,328,0.875,0.02127659574468085,6000,3,New,2025-04,0.8597560975609756,0.1402439024390244,46
2025-04-09,Plant A,M02,Cutting,Afternoon,Ethan,268,1.0,5,No,313,0.875,0.018656716417910446,6000,4,New,2025-04,0.8562300319488818,0.1437699680511182,45
2025-04-09,Plant A,M03,Assembly,Night,Lucas,192,2.0,6,No,272,0.75,0.03125,6000,11,Old,2025-04,0.7058823529411765,0.2941176470588235,80
2025-04-09,Plant A,M04,Packaging,Night,Noah,232,1.9,7,No,322,0.7625,0.03017241379310345,6000,5,Mid-life,2025-04,0.7204968944099379,0.2795031055900621,90
2025-04-10,Plant C,M15,Packaging,Morning,Nina,242,1.3,3,No,297,0.8375,0.012396694214876033,3000,10,Old,2025-04,0.8148148148148148,0.18518518518518523,55
2025-04-10,Plant A,M01,Cutting,Morning,Liam,328,0.5,4,No,355,0.9375,0.012195121951219513,6000,3,New,2025-04,0.923943661971831,0.07605633802816902,27
2025-04-10,Plant A,M02,Cutting,Morning,Sofia,314,0.4,4,No,336,0.95,0.012738853503184714,6000,4,New,2025-04,0.9345238095238095,0.06547619047619047,22
2025-04-10,Plant A,M03,Assembly,Morning,Hugo,256,1.2,4,No,307,0.85,0.015625,6000,11,Old,2025-04,0.8338762214983714,0.16612377850162863,51
2025-04-10,Plant A,M04,Packaging,Afternoon,Mia,248,1.7,6,No,337,0.7875,0.024193548387096774,6000,5,Mid-life,2025-04,0.7359050445103857,0.26409495548961426,89
2025-04-10,Plant A,M05,Packaging,Afternoon,Ethan,278,1.5,7,No,361,0.8125,0.025179856115107913,6000,6,Mid-life,2025-04,0.7700831024930748,0.22991689750692523,83
2025-04-10,Plant B,M06,Cutting,Afternoon,Nathan,233,1.2,5,No,283,0.85,0.02145922746781116,4200,7,Mid-life,2025-04,0.823321554770318,0.176678445229682,50
2025-04-10,Plant B,M07,Assembly,Night,James,79,5.1,3,Yes,244,0.3625,0.0379746835443038,4200,12,Old,2025-04,0.3237704918032787,0.6762295081967213,165
2025-04-10,Plant B,M08,Assembly,Night,Harper,196,1.3,6,No,250,0.8375,0.030612244897959183,4200,4,New,2025-04,0.784,0.21599999999999997,54
2025-04-11,Plant A,M04,Packaging,Morning,Liam,328,0.6,3,No,354,0.925,0.009146341463414634,6000,5,Mid-life,2025-04,0.9265536723163842,0.07344632768361581,26
2025-04-11,Plant A,M05,Packaging,Morning,Sofia,355,0.4,4,No,380,0.95,0.011267605633802818,6000,6,Mid-life,2025-04,0.9342105263157895,0.06578947368421051,25
2025-04-11,Plant B,M06,Cutting,Morning,Emma,272,0.9,4,No,309,0.8875,0.014705882352941176,4200,7,Mid-life,2025-04,0.8802588996763754,0.11974110032362462,37
2025-04-11,Plant B,M07,Assembly,Morning,Ava,139,3.6,5,Yes,276,0.55,0.03597122302158273,4200,12,Old,2025-04,0.5036231884057971,0.4963768115942029,137
2025-04-11,Plant B,M08,Assembly,Afternoon,Mason,223,1.1,4,No,265,0.8625,0.017937219730941704,4200,4,New,2025-04,0.8415094339622642,0.1584905660377358,42
2025-04-11,Plant B,M09,Packaging,Afternoon,Nathan,255,1.1,5,No,305,0.8625,0.0196078431372549,4200,8,Mid-life,2025-04,0.8360655737704918,0.16393442622950816,50
2025-04-11,Plant B,M10,Packaging,Afternoon,Ella,272,0.9,5,No,317,0.8875,0.01838235294117647,4200,6,Mid-life,2025-04,0.8580441640378549,0.14195583596214512,45
2025-04-11,Plant C,M11,Cutting,Night,Mila,176,1.5,5,No,224,0.8125,0.028409090909090908,3000,2,New,2025-04,0.7857142857142857,0.2142857142857143,48
2025-04-11,Plant C,M12,Cutting,Night,Sami,153,1.8,5,No,212,0.775,0.032679738562091505,3000,9,Old,2025-04,0.7216981132075472,0.2783018867924528,59
2025-04-11,Plant C,M13,Assembly,Night,Jack,153,1.5,5,No,200,0.8125,0.032679738562091505,3000,5,Mid-life,2025-04,0.765,0.235,47
2025-04-14,Plant B,M08,Assembly,Morning,Lucas,262,0.5,3,No,288,0.9375,0.011450381679389313,4200,4,New,2025-04,0.9097222222222222,0.09027777777777779,26
2025-04-14,Plant B,M09,Packaging,Morning,Emma,297,0.7,4,No,331,0.9125,0.013468013468013467,4200,8,Mid-life,2025-04,0.8972809667673716,0.10271903323262843,34
2025-04-14,Plant B,M10,Packaging,Morning,Ava,309,0.7,5,No,334,0.9125,0.016181229773462782,4200,6,Mid-life,2025-04,0.9251497005988024,0.07485029940119758,25
2025-04-14,Plant C,M11,Cutting,Morning,Zoe,203,1.3,3,No,254,0.8375,0.014778325123152709,3000,2,New,2025-04,0.7992125984251969,0.20078740157480313,51
2025-04-14,Plant C,M12,Cutting,Afternoon,Mila,172,1.8,4,No,230,0.775,0.023255813953488372,3000,9,Old,2025-04,0.7478260869565218,0.25217391304347825,58
2025-04-14,Plant C,M13,Assembly,Afternoon,Owen,160,1.8,4,No,216,0.775,0.025,3000,5,Mid-life,2025-04,0.7407407407407407,0.2592592592592593,56
2025-04-14,Plant C,M14,Assembly,Afternoon,Aria,153,1.7,4,No,202,0.7875,0.026143790849673203,3000,3,New,2025-04,0.7574257425742574,0.24257425742574257,49
2025-04-14,Plant C,M15,Packaging,Night,Sami,178,2.0,6,No,252,0.75,0.033707865168539325,3000,10,Old,2025-04,0.7063492063492064,0.2936507936507936,74
2025-04-14,Plant A,M01,Cutting,Night,Noah,242,1.0,7,No,292,0.875,0.028925619834710745,6000,3,New,2025-04,0.8287671232876712,0.17123287671232879,50
2025-04-15,Plant C,M12,Cutting,Morning,Nina,200,1.1,4,No,246,0.8625,0.02,3000,9,Old,2025-04,0.8130081300813008,0.1869918699186992,46
2025-04-15,Plant C,M13,Assembly,Morning,Leo,194,1.4,4,No,241,0.825,0.020618556701030927,3000,5,Mid-life,2025-04,0.8049792531120332,0.19502074688796678,47
2025-04-15,Plant C,M14,Assembly,Morning,Zoe,185,1.2,4,No,227,0.85,0.021621621621621623,3000,3,New,2025-04,0.8149779735682819,0.18502202643171806,42
2025-04-15,Plant C,M15,Packaging,Morning,Nina,250,1.1,4,No,299,0.8625,0.016,3000,10,Old,2025-04,0.8361204013377926,0.16387959866220736,49
2025-04-15,Plant A,M01,Cutting,Afternoon,Mia,287,0.9,6,No,331,0.8875,0.020905923344947737,6000,3,New,2025-04,0.8670694864048338,0.13293051359516617,44
2025-04-15,Plant A,M02,Cutting,Afternoon,Ethan,266,1.0,5,No,313,0.875,0.018796992481203006,6000,4,New,2025-04,0.8498402555910544,0.15015974440894564,47
2025-04-15,Plant A,M03,Assembly,Afternoon,Camille,181,2.9,5,Yes,287,0.6375,0.027624309392265192,6000,11,Old,2025-04,0.6306620209059234,0.3693379790940766,106
2025-04-15,Plant A,M04,Packaging,Night,Noah,240,1.6,7,No,311,0.8,0.029166666666666667,6000,5,Mid-life,2025-04,0.7717041800643086,0.22829581993569137,71
2025-04-15,Plant A,M05,Packaging,Night,Chloe,256,1.5,7,No,333,0.8125,0.02734375,6000,6,Mid-life,2025-04,0.7687687687687688,0.23123123123123124,77
2025-04-16,Plant A,M01,Cutting,Morning,Liam,313,0.8,3,No,357,0.9,0.009584664536741214,6000,3,New,2025-04,0.876750700280112,0.12324929971988796,44
2025-04-16,Plant A,M02,Cutting,Morning,Sofia,285,1.0,4,No,339,0.875,0.014035087719298246,6000,4,New,2025-04,0.8407079646017699,0.15929203539823011,54
2025-04-16,Plant A,M03,Assembly,Morning,Hugo,273,0.9,4,No,308,0.8875,0.014652014652014652,6000,11,Old,2025-04,0.8863636363636364,0.11363636363636365,35
2025-04-16,Plant A,M04,Packaging,Morning,Liam,327,0.7,3,No,366,0.9125,0.009174311926605505,6000,5,Mid-life,2025-04,0.8934426229508197,0.10655737704918034,39
2025-04-16,Plant A,M05,Packaging,Afternoon,Ethan,307,1.2,5,No,368,0.85,0.016286644951140065,6000,6,Mid-life,2025-04,0.8342391304347826,0.1657608695652174,61
2025-04-16,Plant B,M06,Cutting,Afternoon,Nathan,232,1.3,5,No,289,0.8375,0.021551724137931036,4200,7,Mid-life,2025-04,0.8027681660899654,0.19723183391003463,57
2025-04-16,Plant B,M07,Assembly,Afternoon,Ella,81,5.1,4,Yes,259,0.3625,0.04938271604938271,4200,12,Old,2025-04,0.3127413127413127,0.6872586872586872,178
2025-04-16,Plant B,M08,Assembly,Night,Harper,187,1.7,5,No,245,0.7875,0.026737967914438502,4200,4,New,2025-04,0.763265306122449,0.23673469387755097,58
2025-04-16,Plant B,M09,Packaging,Night,Lina,229,1.4,7,No,289,0.825,0.03056768558951965,4200,8,Mid-life,2025-04,0.7923875432525952,0.2076124567474048,60
2025-04-17,Plant A,M05,Packaging,Morning,Sofia,353,0.7,5,No,393,0.9125,0.014164305949008499,6000,6,Mid-life,2025-04,0.8982188295165394,0.10178117048346058,40
2025-04-17,Plant B,M06,Cutting,Morning,Emma,267,0.9,3,No,308,0.8875,0.011235955056179775,4200,7,Mid-life,2025-04,0.8668831168831169,0.13311688311688308,41
2025-04-17,Plant B,M07,Assembly,Morning,Ava,147,3.3,5,No,274,0.5875,0.034013605442176874,4200,12,Old,2025-04,0.5364963503649635,0.46350364963503654,127
2025-04-17,Plant B,M08,Assembly,Morning,Lucas,249,1.1,3,No,292,0.8625,0.012048192771084338,4200,4,New,2025-04,0.8527397260273972,0.14726027397260277,43
2025-04-17,Plant B,M09,Packaging,Afternoon,Nathan,262,1.1,5,No,313,0.8625,0.019083969465648856,4200,8,Mid-life,2025-04,0.8370607028753994,0.16293929712460065,51
2025-04-17,Plant B,M10,Packaging,Afternoon,Ella,275,0.9,5,No,317,0.8875,0.01818181818181818,4200,6,Mid-life,2025-04,0.8675078864353313,0.13249211356466872,42
2025-04-17,Plant C,M11,Cutting,Afternoon,Aria,197,1.4,5,No,256,0.825,0.025380710659898477,3000,2,New,2025-04,0.76953125,0.23046875,59
2025-04-17,Plant C,M12,Cutting,Night,Sami,157,1.9,5,No,219,0.7625,0.03184713375796178,3000,9,Old,2025-04,0.7168949771689498,0.2831050228310502,62
2025-04-17,Plant C,M13,Assembly,Night,Jack,145,1.7,5,No,202,0.7875,0.034482758620689655,3000,5,Mid-life,2025-04,0.7178217821782178,0.2821782178217822,57
2025-04-17,Plant C,M14,Assembly,Night,Mila,137,1.7,4,No,187,0.7875,0.029197080291970802,3000,3,New,2025-04,0.732620320855615,0.267379679144385,50
2025-04-18,Plant B,M09,Packaging,Morning,Emma,294,0.8,4,No,328,0.9,0.013605442176870748,4200,8,Mid-life,2025-04,0.8963414634146342,0.10365853658536583,34
2025-04-18,Plant B,M10,Packaging,Morning,Ava,311,0.7,5,No,345,0.9125,0.01607717041800643,4200,6,Mid-life,2025-04,0.9014492753623189,0.09855072463768111,34
2025-04-18,Plant C,M11,Cutting,Morning,Zoe,216,1.1,4,No,260,0.8625,0.018518518518518517,3000,2,New,2025-04,0.8307692307692308,0.16923076923076918,44
2025-04-18,Plant C,M12,Cutting,Morning,Nina,200,1.2,3,No,246,0.85,0.015,3000,9,Old,2025-04,0.8130081300813008,0.1869918699186992,46
2025-04-18,Plant C,M13,Assembly,Afternoon,Owen,155,1.9,4,No,214,0.7625,0.025806451612903226,3000,5,Mid-life,2025-04,0.7242990654205608,0.2757009345794392,59
2025-04-18,Plant C,M14,Assembly,Afternoon,Aria,161,1.5,4,No,213,0.8125,0.024844720496894408,3000,3,New,2025-04,0.755868544600939,0.244131455399061,52
2025-04-18,Plant C,M15,Packaging,Afternoon,Mila,209,1.5,6,No,270,0.8125,0.028708133971291867,3000,10,Old,2025-04,0.774074074074074,0.22592592592592597,61
2025-04-18,Plant A,M01,Cutting,Night,Noah,246,1.1,6,No,297,0.8625,0.024390243902439025,6000,3,New,2025-04,0.8282828282828283,0.1717171717171717,51
2025-04-18,Plant A,M02,Cutting,Night,Chloe,227,1.3,6,No,292,0.8375,0.02643171806167401,6000,4,New,2025-04,0.7773972602739726,0.2226027397260274,65
2025-04-21,Plant C,M13,Assembly,Morning,Leo,189,1.6,3,No,240,0.8,0.015873015873015872,3000,5,Mid-life,2025-04,0.7875,0.21250000000000002,51
2025-04-21,Plant C,M14,Assembly,Morning,Zoe,189,1.1,3,No,227,0.8625,0.015873015873015872,3000,3,New,2025-04,0.8325991189427313,0.1674008810572687,38
2025-04-21,Plant C,M15,Packaging,Morning,Nina,242,1.1,5,No,287,0.8625,0.02066115702479339,3000,10,Old,2025-04,0.8432055749128919,0.15679442508710806,45
2025-04-21,Plant A,M01,Cutting,Morning,Liam,324,0.3,4,No,343,0.9625,0.012345679012345678,6000,3,New,2025-04,0.9446064139941691,0.055393586005830886,19
2025-04-21,Plant A,M02,Cutting,Afternoon,Ethan,253,1.3,4,No,308,0.8375,0.015810276679841896,6000,4,New,2025-04,0.8214285714285714,0.1785714285714286,55
2025-04-21,Plant A,M03,Assembly,Afternoon,Camille,221,1.4,6,No,271,0.825,0.027149321266968326,6000,11,Old,2025-04,0.8154981549815498,0.18450184501845024,50
2025-04-21,Plant A,M04,Packaging,Afternoon,Mia,267,1.4,5,No,328,0.825,0.018726591760299626,6000,5,Mid-life,2025-04,0.8140243902439024,0.18597560975609762,61
2025-04-21,Plant A,M05,Packaging,Night,Chloe,261,1.3,8,No,325,0.8375,0.03065134099616858,6000,6,Mid-life,2025-04,0.803076923076923,0.19692307692307698,64
2025-04-21,Plant B,M06,Cutting,Night,Lina,201,1.6,6,No,259,0.8,0.029850746268656716,4200,7,Mid-life,2025-04,0.7760617760617761,0.22393822393822393,58
2025-04-22,Plant A,M02,Cutting,Morning,Sofia,297,0.6,3,No,336,0.925,0.010101010101010102,6000,4,New,2025-04,0.8839285714285714,0.1160714285714286,39
2025-04-22,Plant A,M03,Assembly,Morning,Hugo,248,1.4,5,No,305,0.825,0.020161290322580645,6000,11,Old,2025-04,0.8131147540983606,0.18688524590163935,57
2025-04-22,Plant A,M04,Packaging,Morning,Liam,346,0.4,4,No,370,0.95,0.011560693641618497,6000,5,Mid-life,2025-04,0.9351351351351351,0.06486486486486487,24
2025-04-22,Plant A,M05,Packaging,Morning,Sofia,338,0.7,5,No,384,0.9125,0.014792899408284023,6000,6,Mid-life,2025-04,0.8802083333333334,0.11979166666666663,46
2025-04-22,Plant B,M06,Cutting,Afternoon,Nathan,221,1.5,5,No,280,0.8125,0.02262443438914027,4200,7,Mid-life,2025-04,0.7892857142857143,0.21071428571428574,59
2025-04-22,Plant B,M07,Assembly,Afternoon,Ella,185,2.0,6,No,256,0.75,0.032432432432432434,4200,12,Old,2025-04,0.72265625,0.27734375,71
2025-04-22,Plant B,M08,Assembly,Afternoon,Mason,225,1.0,4,No,266,0.875,0.017777777777777778,4200,4,New,2025-04,0.8458646616541353,0.15413533834586468,41
2025-04-22,Plant B,M09,Packaging,Night,Lina,235,1.4,7,No,292,0.825,0.029787234042553193,4200,8,Mid-life,2025-04,0.8047945205479452,0.1952054794520548,57
2025-04-22,Plant B,M10,Packaging,Night,James,239,1.2,7,No,296,0.85,0.029288702928870293,4200,6,Mid-life,2025-04,0.8074324324324325,0.19256756756756754,57
2025-04-22,Plant C,M11,Cutting,Night,Mila,168,1.9,6,No,231,0.7625,0.03571428571428571,3000,2,New,2025-04,0.7272727272727273,0.2727272727272727,63
2025-04-23,Plant B,M06,Cutting,Morning,Emma,290,0.7,4,No,313,0.9125,0.013793103448275862,4200,7,Mid-life,2025-04,0.9265175718849841,0.07348242811501593,23
2025-04-23,Plant B,M07,Assembly,Morning,Ava,230,1.4,6,No,275,0.825,0.02608695652173913,4200,12,Old,2025-04,0.8363636363636363,0.1636363636363637,45
2025-04-23,Plant B,M08,Assembly,Morning,Lucas,249,1.0,4,No,286,0.875,0.01606425702811245,4200,4,New,2025-04,0.8706293706293706,0.12937062937062938,37
2025-04-23,Plant B,M09,Packaging,Morning,Emma,290,0.7,3,No,325,0.9125,0.010344827586206896,4200,8,Mid-life,2025-04,0.8923076923076924,0.10769230769230764,35
2025-04-23,Plant B,M10,Packaging,Afternoon,Ella,275,1.1,7,No,326,0.8625,0.025454545454545455,4200,6,Mid-life,2025-04,0.843558282208589,0.15644171779141103,51
2025-04-23,Plant C,M11,Cutting,Afternoon,Aria,188,1.5,5,No,243,0.8125,0.026595744680851064,3000,2,New,2025-04,0.7736625514403292,0.22633744855967075,55
2025-04-23,Plant C,M12,Cutting,Afternoon,Mila,179,1.5,5,No,229,0.8125,0.027932960893854747,3000,9,Old,2025-04,0.7816593886462883,0.21834061135371174,50
2025-04-23,Plant C,M13,Assembly,Night,Jack,148,1.7,5,No,197,0.7875,0.033783783783783786,3000,5,Mid-life,2025-04,0.751269035532995,0.24873096446700504,49
2025-04-23,Plant C,M14,Assembly,Night,Mila,138,1.9,5,No,194,0.7625,0.036231884057971016,3000,3,New,2025-04,0.711340206185567,0.28865979381443296,56
2025-04-24,Plant B,M10,Packaging,Morning,Ava,307,0.6,4,No,336,0.925,0.013029315960912053,4200,6,Mid-life,2025-04,0.9136904761904762,0.08630952380952384,29
2025-04-24,Plant C,M11,Cutting,Morning,Zoe,222,1.0,4,No,262,0.875,0.018018018018018018,3000,2,New,2025-04,0.8473282442748091,0.15267175572519087,40
2025-04-24,Plant C,M12,Cutting,Morning,Nina,202,1.2,3,No,247,0.85,0.01485148514851485,3000,9,Old,2025-04,0.8178137651821862,0.18218623481781382,45
2025-04-24,Plant C,M13,Assembly,Morning,Leo,185,1.5,3,No,236,0.8125,0.016216216216216217,3000,5,Mid-life,2025-04,0.7838983050847458,0.21610169491525422,51
