Date,Plant,MachineID,MachineType,Shift,Operator,ProductionUnits,DowntimeHours,Defects,MaintenanceEvent,PlannedProduction,UtilizationRate,DefectRate,PlantProductionCapacity,MachineAge,MachineAgeGroup,YearMonth
2025-03-06,Plant B,M09,Packaging,Afternoon,Nathan,260,1.1,5,No,312,0.8625,0.019230769230769232,4200,8,Mid-life,
2025-03-06,Plant B,M10,Packaging,Afternoon,Ella,259,1.3,5,No,324,0.8375,0.019305019305019305,4200,6,Mid-life,
2025-03-06,Plant C,M11,Cutting,Afternoon,Aria,201,1.2,5,No,245,0.85,0.024875621890547265,3000,2,New,
2025-03-06,Plant C,M12,Cutting,Night,Sami,179,1.2,5,No,219,0.85,0.027932960893854747,3000,9,Old,
2025-03-06,Plant C,M13,Assembly,Night,Jack,156,1.6,5,No,206,0.8,0.03205128205128205,3000,5,Mid-life,
2025-03-06,Plant C,M14,Assembly,Night,Mila,153,1.4,4,No,196,0.825,0.026143790849673203,3000,3,New,
2025-03-07,Plant B,M09,Packaging,Morning,Emma,301,0.9,5,No,337,0.8875,0.016611295681063124,4200,8,Mid-life,
2025-03-07,Plant B,M10,Packaging,Morning,Ava,300,0.8,4,No,343,0.9,0.013333333333333334,4200,6,Mid-life,
2025-03-07,Plant C,M11,Cutting,Morning,Zoe,236,0.6,3,No,262,0.925,0.012711864406779662,3000,2,New,
2025-03-07,Plant C,M12,Cutting,Morning,Nina,209,1.0,4,No,245,0.875,0.019138755980861243,3000,9,Old,
2025-03-07,Plant C,M13,Assembly,Afternoon,Owen,177,1.3,4,No,221,0.8375,0.022598870056497175,3000,5,Mid-life,
2025-03-07,Plant C,M14,Assembly,Afternoon,Aria,174,1.3,4,No,218,0.8375,0.022988505747126436,3000,3,New,
2025-03-07,Plant C,M15,Packaging,Afternoon,Mila,217,1.5,5,No,273,0.8125,0.02304147465437788,3000,10,Old,
2025-03-07,Plant A,M01,Cutting,Night,Noah,243,1.1,7,No,293,0.8625,0.02880658436213992,6000,3,New,
2025-03-07,Plant A,M02,Cutting,Night,Chloe,247,1.0,7,No,295,0.875,0.02834008097165992,6000,4,New,
2025-03-10,Plant C,M13,Assembly,Morning,Leo,203,0.9,3,No,231,0.8875,0.014778325123152709,3000,5,Mid-life,
2025-03-10,Plant C,M14,Assembly,Morning,Zoe,195,0.8,3,No,221,0.9,0.015384615384615385,3000,3,New,
2025-03-10,Plant C,M15,Packaging,Morning,Nina,264,0.7,4,No,294,0.9125,0.015151515151515152,3000,10,Old,
2025-03-10,Plant A,M01,Cutting,Morning,Liam,322,0.5,3,No,348,0.9375,0.009316770186335404,6000,3,New,
2025-03-10,Plant A,M02,Cutting,Afternoon,Ethan,266,1.0,5,No,313,0.875,0.018796992481203006,6000,4,New,
2025-03-10,Plant A,M03,Assembly,Afternoon,Camille,229,1.3,6,No,281,0.8375,0.026200873362445413,6000,11,Old,
2025-03-10,Plant A,M04,Packaging,Afternoon,Mia,290,1.0,6,No,339,0.875,0.020689655172413793,6000,5,Mid-life,
2025-03-10,Plant A,M05,Packaging,Night,Chloe,262,1.3,7,No,336,0.8375,0.026717557251908396,6000,6,Mid-life,
2025-03-10,Plant B,M06,Cutting,Night,Lina,206,1.5,6,No,268,0.8125,0.02912621359223301,4200,7,Mid-life,
2025-03-11,Plant A,M02,Cutting,Morning,Sofia,299,0.9,3,No,346,0.8875,0.010033444816053512,6000,4,New,
2025-03-11,Plant A,M03,Assembly,Morning,Hugo,260,1.3,5,No,320,0.8375,0.019230769230769232,6000,11,Old,
2025-03-11,Plant A,M04,Packaging,Morning,Liam,337,0.7,4,No,374,0.9125,0.011869436201780416,6000,5,Mid-life,
2025-03-11,Plant A,M05,Packaging,Morning,Sofia,369,0.5,4,No,403,0.9375,0.01084010840108401,6000,6,Mid-life,
2025-03-11,Plant B,M06,Cutting,Afternoon,Nathan,253,0.8,4,No,294,0.9,0.015810276679841896,4200,7,Mid-life,
2025-03-11,Plant B,M07,Assembly,Afternoon,Ella,197,1.8,6,No,263,0.775,0.030456852791878174,4200,12,Old,
2025-03-11,Plant B,M08,Assembly,Afternoon,Mason,222,1.2,5,No,270,0.85,0.02252252252252252,4200,4,New,
2025-03-11,Plant B,M09,Packaging,Night,Lina,233,1.3,7,No,292,0.8375,0.030042918454935622,4200,8,Mid-life,
2025-03-11,Plant B,M10,Packaging,Night,James,249,1.2,7,No,304,0.85,0.028112449799196786,4200,6,Mid-life,
2025-03-11,Plant C,M11,Cutting,Night,Mila,178,1.7,5,No,236,0.7875,0.028089887640449437,3000,2,New,
2025-03-12,Plant B,M06,Cutting,Morning,Emma,275,0.9,4,No,316,0.8875,0.014545454545454545,4200,7,Mid-life,
2025-03-12,Plant B,M07,Assembly,Morning,Ava,230,1.5,5,No,290,0.8125,0.021739130434782608,4200,12,Old,
2025-03-12,Plant B,M08,Assembly,Morning,Lucas,276,0.4,5,No,292,0.95,0.018115942028985508,4200,4,New,
2025-03-12,Plant B,M09,Packaging,Morning,Emma,328,0.4,5,No,347,0.95,0.01524390243902439,4200,8,Mid-life,
2025-03-12,Plant B,M10,Packaging,Afternoon,Ella,265,1.2,6,No,330,0.85,0.022641509433962263,4200,6,Mid-life,
2025-03-12,Plant C,M11,Cutting,Afternoon,Aria,201,1.2,4,No,248,0.85,0.01990049751243781,3000,2,New,
2025-03-12,Plant C,M12,Cutting,Afternoon,Mila,203,1.0,4,No,242,0.875,0.019704433497536946,3000,9,Old,
2025-03-12,Plant C,M13,Assembly,Night,Jack,163,1.4,5,No,211,0.825,0.03067484662576687,3000,5,Mid-life,
2025-03-12,Plant C,M14,Assembly,Night,Mila,160,1.3,5,No,201,0.8375,0.03125,3000,3,New,
2025-03-13,Plant B,M10,Packaging,Morning,Ava,322,0.7,4,No,356,0.9125,0.012422360248447204,4200,6,Mid-life,
2025-03-13,Plant C,M11,Cutting,Morning,Zoe,237,0.8,4,No,269,0.9,0.016877637130801686,3000,2,New,
2025-03-13,Plant C,M12,Cutting,Morning,Nina,221,0.9,2,No,251,0.8875,0.00904977375565611,3000,9,Old,
2025-03-13,Plant C,M13,Assembly,Morning,Leo,234,0.3,4,No,249,0.9625,0.017094017094017096,3000,5,Mid-life,
2025-03-13,Plant C,M14,Assembly,Afternoon,Aria,182,1.0,4,No,217,0.875,0.02197802197802198,3000,3,New,
2025-03-13,Plant C,M15,Packaging,Afternoon,Mila,217,1.5,4,No,275,0.8125,0.018433179723502304,3000,10,Old,
2025-03-13,Plant A,M01,Cutting,Afternoon,Mia,292,0.8,6,No,331,0.9,0.02054794520547945,6000,3,New,
2025-03-13,Plant A,M02,Cutting,Night,Chloe,232,1.2,7,No,289,0.85,0.03017241379310345,6000,4,New,
2025-03-13,Plant A,M03,Assembly,Night,Lucas,180,2.4,6,No,269,0.7,0.03333333333333333,6000,11,Old,
2025-03-14,Plant C,M14,Assembly,Morning,Zoe,204,0.7,3,No,230,0.9125,0.014705882352941176,3000,3,New,
2025-03-14,Plant C,M15,Packaging,Morning,Nina,277,0.4,3,No,297,0.95,0.010830324909747292,3000,10,Old,
2025-03-14,Plant A,M01,Cutting,Morning,Liam,327,0.4,5,No,353,0.95,0.01529051987767584,6000,3,New,
2025-03-14,Plant A,M02,Cutting,Morning,Sofia,301,0.7,3,No,342,0.9125,0.009966777408637873,6000,4,New,
2025-03-14,Plant A,M03,Assembly,Afternoon,Camille,235,1.5,6,No,295,0.8125,0.02553191489361702,6000,11,Old,
2025-03-14,Plant A,M04,Packaging,Afternoon,Mia,297,0.9,5,No,344,0.8875,0.016835016835016835,6000,5,Mid-life,
2025-03-14,Plant A,M05,Packaging,Afternoon,Ethan,309,1.0,6,No,367,0.875,0.019417475728155338,6000,6,Mid-life,
2025-03-14,Plant B,M06,Cutting,Night,Lina,211,1.4,6,No,269,0.825,0.02843601895734597,4200,7,Mid-life,
2025-03-14,Plant B,M07,Assembly,Night,James,165,2.3,7,No,242,0.7125,0.04242424242424243,4200,12,Old,
2025-03-14,Plant B,M08,Assembly,Night,Harper,183,1.6,5,No,246,0.8,0.0273224043715847,4200,4,New,
2025-03-17,Plant A,M03,Assembly,Morning,Hugo,261,1.4,5,No,321,0.825,0.019157088122605363,6000,11,Old,
2025-03-17,Plant A,M04,Packaging,Morning,Liam,333,0.6,4,No,369,0.925,0.012012012012012012,6000,5,Mid-life,
2025-03-17,Plant A,M05,Packaging,Morning,Sofia,360,0.5,4,No,394,0.9375,0.011111111111111112,6000,6,Mid-life,
2025-03-17,Plant B,M06,Cutting,Morning,Emma,276,0.8,4,No,311,0.9,0.014492753623188406,4200,7,Mid-life,
2025-03-17,Plant B,M07,Assembly,Afternoon,Ella,187,2.1,6,No,261,0.7375,0.03208556149732621,4200,12,Old,
2025-03-17,Plant B,M08,Assembly,Afternoon,Mason,206,1.6,4,No,267,0.8,0.019417475728155338,4200,4,New,
2025-03-17,Plant B,M09,Packaging,Afternoon,Nathan,253,1.2,6,No,312,0.85,0.023715415019762844,4200,8,Mid-life,
2025-03-17,Plant B,M10,Packaging,Night,James,247,1.2,7,No,300,0.85,0.02834008097165992,4200,6,Mid-life,
2025-03-17,Plant C,M11,Cutting,Night,Mila,164,1.9,5,No,223,0.7625,0.03048780487804878,3000,2,New,
2025-03-18,Plant B,M07,Assembly,Morning,Ava,227,1.7,5,No,293,0.7875,0.022026431718061675,4200,12,Old,
2025-03-18,Plant B,M08,Assembly,Morning,Lucas,261,0.9,3,No,299,0.8875,0.011494252873563218,4200,4,New,
2025-03-18,Plant B,M09,Packaging,Morning,Emma,303,0.7,4,No,343,0.9125,0.013201320132013201,4200,8,Mid-life,
2025-03-18,Plant B,M10,Packaging,Morning,Ava,346,0.2,5,No,359,0.975,0.014450867052023121,4200,6,Mid-life,
2025-03-18,Plant C,M11,Cutting,Afternoon,Aria,218,1.1,4,No,258,0.8625,0.01834862385321101,3000,2,New,
2025-03-18,Plant C,M12,Cutting,Afternoon,Mila,193,1.3,4,No,239,0.8375,0.02072538860103627,3000,9,Old,
2025-03-18,Plant C,M13,Assembly,Afternoon,Owen,185,1.3,4,No,225,0.8375,0.021621621621621623,3000,5,Mid-life,
2025-03-18,Plant C,M14,Assembly,Night,Mila,163,1.4,5,No,211,0.825,0.03067484662576687,3000,3,New,
2025-03-18,Plant C,M15,Packaging,Night,Sami,203,1.6,6,No,266,0.8,0.029556650246305417,3000,10,Old,
2025-03-19,Plant C,M11,Cutting,Morning,Zoe,257,0.6,5,No,278,0.925,0.019455252918287938,3000,2,New,
2025-03-19,Plant C,M12,Cutting,Morning,Nina,227,0.9,3,No,261,0.8875,0.013215859030837005,3000,9,Old,
2025-03-19,Plant C,M13,Assembly,Morning,Leo,221,0.6,4,No,247,0.925,0.01809954751131222,3000,5,Mid-life,
2025-03-19,Plant C,M14,Assembly,Morning,Zoe,210,0.9,3,No,241,0.8875,0.014285714285714285,3000,3,New,
2025-03-19,Plant C,M15,Packaging,Afternoon,Mila,243,1.2,5,No,293,0.85,0.0205761316872428,3000,10,Old,
2025-03-19,Plant A,M01,Cutting,Afternoon,Mia,294,0.7,5,No,340,0.9125,0.017006802721088437,6000,3,New,
2025-03-19,Plant A,M02,Cutting,Afternoon,Ethan,285,0.8,5,No,327,0.9,0.017543859649122806,6000,4,New,
2025-03-19,Plant A,M03,Assembly,Night,Lucas,202,1.8,7,No,272,0.775,0.034653465346534656,6000,11,Old,
2025-03-19,Plant A,M04,Packaging,Night,Noah,259,1.4,7,No,324,0.825,0.02702702702702703,6000,5,Mid-life,
2025-03-20,Plant C,M15,Packaging,Morning,Nina,276,0.7,4,No,309,0.9125,0.014492753623188406,3000,10,Old,
2025-03-20,Plant A,M01,Cutting,Morning,Liam,329,0.7,4,No,365,0.9125,0.0121580547112462,6000,3,New,
2025-03-20,Plant A,M02,Cutting,Morning,Sofia,314,0.8,3,No,350,0.9,0.009554140127388535,6000,4,New,
2025-03-20,Plant A,M03,Assembly,Morning,Hugo,251,1.6,4,No,317,0.8,0.01593625498007968,6000,11,Old,
2025-03-20,Plant A,M04,Packaging,Afternoon,Mia,288,1.2,5,No,350,0.85,0.017361111111111112,6000,5,Mid-life,
2025-03-20,Plant A,M05,Packaging,Afternoon,Ethan,330,0.8,6,No,382,0.9,0.01818181818181818,6000,6,Mid-life,
2025-03-20,Plant B,M06,Cutting,Afternoon,Nathan,248,1.2,5,No,298,0.85,0.020161290322580645,4200,7,Mid-life,
2025-03-20,Plant B,M07,Assembly,Night,James,170,2.3,7,No,250,0.7125,0.041176470588235294,4200,12,Old,
2025-03-20,Plant B,M08,Assembly,Night,Harper,198,1.6,6,No,258,0.8,0.030303030303030304,4200,4,New,
2025-03-20,Plant B,M09,Packaging,Night,Lina,227,1.5,7,No,293,0.8125,0.030837004405286344,4200,8,Mid-life,
2025-03-21,Plant A,M04,Packaging,Morning,Liam,358,0.5,5,No,386,0.9375,0.013966480446927373,6000,5,Mid-life,
2025-03-21,Plant A,M05,Packaging,Morning,Sofia,341,1.1,4,No,403,0.8625,0.011730205278592375,6000,6,Mid-life,
2025-03-21,Plant B,M06,Cutting,Morning,Emma,287,0.6,4,No,314,0.925,0.013937282229965157,4200,7,Mid-life,
2025-03-21,Plant B,M07,Assembly,Morning,Ava,216,1.9,5,No,288,0.7625,0.023148148148148147,4200,12,Old,
2025-03-21,Plant B,M08,Assembly,Afternoon,Mason,231,1.3,5,No,287,0.8375,0.021645021645021644,4200,4,New,
2025-03-21,Plant B,M09,Packaging,Afternoon,Nathan,254,1.3,5,No,314,0.8375,0.01968503937007874,4200,8,Mid-life,
2025-03-21,Plant B,M10,Packaging,Afternoon,Ella,267,1.3,5,No,332,0.8375,0.018726591760299626,4200,6,Mid-life,
2025-03-21,Plant C,M11,Cutting,Night,Mila,180,1.6,5,No,235,0.8,0.027777777777777776,3000,2,New,
2025-03-21,Plant C,M12,Cutting,Night,Sami,175,1.4,5,No,223,0.825,0.02857142857142857,3000,9,Old,
2025-03-24,Plant B,M08,Assembly,Morning,Lucas,264,0.9,4,No,300,0.8875,0.015151515151515152,4200,4,New,
2025-03-24,Plant B,M09,Packaging,Morning,Emma,325,0.4,4,No,351,0.95,0.012307692307692308,4200,8,Mid-life,
2025-03-24,Plant B,M10,Packaging,Morning,Ava,323,0.5,4,No,351,0.9375,0.01238390092879257,4200,6,Mid-life,
2025-03-24,Plant C,M11,Cutting,Morning,Zoe,242,0.8,4,No,271,0.9,0.01652892561983471,3000,2,New,
2025-03-24,Plant C,M12,Cutting,Afternoon,Mila,205,1.1,4,No,239,0.8625,0.01951219512195122,3000,9,Old,
2025-03-24,Plant C,M13,Assembly,Afternoon,Owen,180,1.1,4,No,220,0.8625,0.022222222222222223,3000,5,Mid-life,
2025-03-24,Plant C,M14,Assembly,Afternoon,Aria,184,1.2,4,No,218,0.85,0.021739130434782608,3000,3,New,
2025-03-24,Plant C,M15,Packaging,Night,Sami,209,1.3,6,No,265,0.8375,0.028708133971291867,3000,10,Old,
2025-03-24,Plant A,M01,Cutting,Night,Noah,262,0.9,7,No,310,0.8875,0.026717557251908396,6000,3,New,
2025-03-25,Plant C,M12,Cutting,Morning,Nina,235,0.6,3,No,260,0.925,0.01276595744680851,3000,9,Old,
2025-03-25,Plant C,M13,Assembly,Morning,Leo,219,1.0,3,No,251,0.875,0.0136986301369863,3000,5,Mid-life,
2025-03-25,Plant C,M14,Assembly,Morning,Zoe,210,0.9,3,No,239,0.8875,0.014285714285714285,3000,3,New,
2025-03-25,Plant C,M15,Packaging,Morning,Nina,276,1.0,5,No,315,0.875,0.018115942028985508,3000,10,Old,
2025-03-25,Plant A,M01,Cutting,Afternoon,Mia,288,1.0,5,No,339,0.875,0.017361111111111112,6000,3,New,
2025-03-25,Plant A,M02,Cutting,Afternoon,Ethan,289,0.7,5,No,326,0.9125,0.01730103806228374,6000,4,New,
2025-03-25,Plant A,M03,Assembly,Afternoon,Camille,233,1.6,6,No,305,0.8,0.02575107296137339,6000,11,Old,
2025-03-25,Plant A,M04,Packaging,Night,Noah,264,1.5,7,No,331,0.8125,0.026515151515151516,6000,5,Mid-life,
2025-03-25,Plant A,M05,Packaging,Night,Chloe,287,1.1,8,No,354,0.8625,0.027874564459930314,6000,6,Mid-life,
2025-03-25,Plant B,M06,Cutting,Night,Lina,222,1.2,6,No,274,0.85,0.02702702702702703,4200,7,Mid-life,
2025-03-26,Plant A,M01,Cutting,Morning,Liam,342,0.6,4,No,370,0.925,0.011695906432748537,6000,3,New,
2025-03-26,Plant A,M02,Cutting,Morning,Sofia,314,0.8,3,No,352,0.9,0.009554140127388535,6000,4,New,
2025-03-26,Plant A,M03,Assembly,Morning,Hugo,273,1.2,6,No,326,0.85,0.02197802197802198,6000,11,Old,
2025-03-26,Plant A,M04,Packaging,Morning,Liam,354,0.6,3,No,385,0.925,0.00847457627118644,6000,5,Mid-life,
2025-03-26,Plant A,M05,Packaging,Afternoon,Ethan,342,0.8,6,No,390,0.9,0.017543859649122806,6000,6,Mid-life,
2025-03-26,Plant B,M06,Cutting,Afternoon,Nathan,246,1.2,5,No,308,0.85,0.02032520325203252,4200,7,Mid-life,
2025-03-26,Plant B,M07,Assembly,Afternoon,Ella,202,2.0,7,No,276,0.75,0.034653465346534656,4200,12,Old,
2025-03-26,Plant B,M08,Assembly,Night,Harper,205,1.4,6,No,266,0.825,0.02926829268292683,4200,4,New,
2025-03-26,Plant B,M09,Packaging,Night,Lina,250,1.2,7,No,305,0.85,0.028,4200,8,Mid-life,
2025-03-27,Plant A,M05,Packaging,Morning,Sofia,400,0.0,6,No,413,1.0,0.015,6000,6,Mid-life,
2025-03-27,Plant B,M06,Cutting,Morning,Emma,310,0.3,4,No,322,0.9625,0.012903225806451613,4200,7,Mid-life,
2025-03-27,Plant B,M07,Assembly,Morning,Ava,232,1.7,6,No,298,0.7875,0.02586206896551724,4200,12,Old,
2025-03-27,Plant B,M08,Assembly,Morning,Lucas,260,1.2,3,No,307,0.85,0.011538461538461539,4200,4,New,
2025-03-27,Plant B,M09,Packaging,Afternoon,Nathan,266,1.4,5,No,328,0.825,0.018796992481203006,4200,8,Mid-life,
2025-03-27,Plant B,M10,Packaging,Afternoon,Ella,289,1.3,6,No,345,0.8375,0.020761245674740483,4200,6,Mid-life,
2025-03-27,Plant C,M11,Cutting,Afternoon,Aria,214,1.1,4,No,257,0.8625,0.018691588785046728,3000,2,New,
2025-03-27,Plant C,M12,Cutting,Night,Sami,170,1.4,5,No,215,0.825,0.029411764705882353,3000,9,Old,
2025-03-27,Plant C,M13,Assembly,Night,Jack,175,1.6,5,No,225,0.8,0.02857142857142857,3000,5,Mid-life,
2025-03-28,Plant B,M09,Packaging,Morning,Emma,316,0.8,4,No,351,0.9,0.012658227848101266,4200,8,Mid-life,
2025-03-28,Plant B,M10,Packaging,Morning,Ava,322,0.8,5,No,365,0.9,0.015527950310559006,4200,6,Mid-life,
2025-03-28,Plant C,M11,Cutting,Morning,Zoe,257,0.7,4,No,285,0.9125,0.01556420233463035,3000,2,New,
2025-03-28,Plant C,M12,Cutting,Morning,Nina,229,0.8,4,No,266,0.9,0.017467248908296942,3000,9,Old,
2025-03-28,Plant C,M13,Assembly,Afternoon,Owen,174,1.6,4,No,224,0.8,0.022988505747126436,3000,5,Mid-life,
2025-03-28,Plant C,M14,Assembly,Afternoon,Aria,190,0.9,4,No,220,0.8875,0.021052631578947368,3000,3,New,
2025-03-28,Plant C,M15,Packaging,Afternoon,Mila,246,1.2,6,No,288,0.85,0.024390243902439025,3000,10,Old,
2025-03-28,Plant A,M01,Cutting,Night,Noah,254,1.5,7,No,321,0.8125,0.027559055118110236,6000,3,New,
2025-03-28,Plant A,M02,Cutting,Night,Chloe,239,1.3,6,No,296,0.8375,0.02510460251046025,6000,4,New,
2025-03-28,Plant A,M03,Assembly,Night,Lucas,208,1.9,8,No,281,0.7625,0.038461538461538464,6000,11,Old,
2025-03-31,Plant C,M13,Assembly,Morning,Leo,217,1.0,3,No,252,0.875,0.013824884792626729,3000,5,Mid-life,
2025-03-31,Plant C,M14,Assembly,Morning,Zoe,219,0.4,3,No,234,0.95,0.0136986301369863,3000,3,New,
2025-03-31,Plant C,M15,Packaging,Morning,Nina,273,1.1,4,No,315,0.8625,0.014652014652014652,3000,10,Old,
2025-03-31,Plant A,M01,Cutting,Morning,Liam,338,0.7,5,No,365,0.9125,0.014792899408284023,6000,3,New,
2025-03-31,Plant A,M02,Cutting,Afternoon,Ethan,282,0.9,5,No,331,0.8875,0.01773049645390071,6000,4,New,
2025-03-31,Plant A,M03,Assembly,Afternoon,Camille,227,1.7,7,No,298,0.7875,0.030837004405286344,6000,11,Old,
2025-03-31,Plant A,M04,Packaging,Afternoon,Mia,319,0.6,5,No,353,0.925,0.01567398119122257,6000,5,Mid-life,
2025-03-31,Plant A,M05,Packaging,Night,Chloe,279,1.3,8,No,350,0.8375,0.02867383512544803,6000,6,Mid-life,
2025-03-31,Plant B,M06,Cutting,Night,Lina,217,1.3,6,No,269,0.8375,0.027649769585253458,4200,7,Mid-life,
2025-04-01,Plant A,M02,Cutting,Morning,Sofia,292,0.8,3,No,325,0.9,0.010273972602739725,6000,4,New,
2025-04-01,Plant A,M03,Assembly,Morning,Hugo,234,1.5,5,No,299,0.8125,0.021367521367521368,6000,11,Old,
2025-04-01,Plant A,M04,Packaging,Morning,Liam,296,1.0,5,No,356,0.875,0.016891891891891893,6000,5,Mid-life,
2025-04-01,Plant A,M05,Packaging,Morning,Sofia,298,1.4,5,No,381,0.825,0.016778523489932886,6000,6,Mid-life,
2025-04-01,Plant B,M06,Cutting,Afternoon,Nathan,237,1.0,4,No,282,0.875,0.016877637130801686,4200,7,Mid-life,
2025-04-01,Plant B,M07,Assembly,Afternoon,Ella,180,2.0,5,No,255,0.75,0.027777777777777776,4200,12,Old,
2025-04-01,Plant B,M08,Assembly,Afternoon,Mason,201,1.5,4,No,260,0.8125,0.01990049751243781,4200,4,New,
2025-04-01,Plant B,M09,Packaging,Night,Lina,212,1.7,6,No,285,0.7875,0.02830188679245283,4200,8,Mid-life,
2025-04-01,Plant B,M10,Packaging,Night,James,241,1.0,7,No,295,0.875,0.029045643153526972,4200,6,Mid-life,
2025-04-02,Plant B,M06,Cutting,Morning,Emma,285,0.6,4,No,312,0.925,0.014035087719298246,4200,7,Mid-life,
2025-04-02,Plant B,M07,Assembly,Morning,Ava,228,1.5,6,No,285,0.8125,0.02631578947368421,4200,12,Old,
2025-04-02,Plant B,M08,Assembly,Morning,Lucas,239,1.0,3,No,281,0.875,0.012552301255230125,4200,4,New,
2025-04-02,Plant B,M09,Packaging,Morning,Emma,296,0.6,4,No,329,0.925,0.013513513513513514,4200,8,Mid-life,
2025-04-02,Plant B,M10,Packaging,Afternoon,Ella,272,1.1,6,No,325,0.8625,0.022058823529411766,4200,6,Mid-life,
2025-04-02,Plant C,M11,Cutting,Afternoon,Aria,197,1.3,5,No,240,0.8375,0.025380710659898477,3000,2,New,
2025-04-02,Plant C,M12,Cutting,Afternoon,Mila,193,1.1,4,No,229,0.8625,0.02072538860103627,3000,9,Old,
2025-04-02,Plant C,M13,Assembly,Night,Jack,159,1.5,5,No,203,0.8125,0.031446540880503145,3000,5,Mid-life,
2025-04-02,Plant C,M14,Assembly,Night,Mila,151,1.6,4,No,195,0.8,0.026490066225165563,3000,3,New,
2025-04-03,Plant B,M10,Packaging,Morning,Ava,309,0.4,4,No,335,0.95,0.012944983818770227,4200,6,Mid-life,
2025-04-03,Plant C,M11,Cutting,Morning,Zoe,235,0.6,3,No,260,0.925,0.01276595744680851,3000,2,New,
2025-04-03,Plant C,M12,Cutting,Morning,Nina,209,1.1,3,No,244,0.8625,0.014354066985645933,3000,9,Old,
2025-04-03,Plant C,M13,Assembly,Morning,Leo,208,0.8,3,No,234,0.9,0.014423076923076924,3000,5,Mid-life,
2025-04-03,Plant C,M14,Assembly,Afternoon,Aria,164,1.3,4,No,207,0.8375,0.024390243902439025,3000,3,New,
2025-04-03,Plant C,M15,Packaging,Afternoon,Mila,234,1.2,5,No,277,0.85,0.021367521367521368,3000,10,Old,
2025-04-03,Plant A,M01,Cutting,Afternoon,Mia,275,1.0,5,No,324,0.875,0.01818181818181818,6000,3,New,
2025-04-03,Plant A,M02,Cutting,Night,Chloe,227,1.5,6,No,287,0.8125,0.02643171806167401,6000,4,New,
2025-04-03,Plant A,M03,Assembly,Night,Lucas,198,1.9,7,No,269,0.7625,0.03535353535353535,6000,11,Old,
2025-04-03,Plant A,M04,Packaging,Night,Noah,204,2.4,6,No,315,0.7,0.029411764705882353,6000,5,Mid-life,
2025-04-04,Plant C,M14,Assembly,Morning,Zoe,191,1.1,3,No,223,0.8625,0.015706806282722512,3000,3,New,
2025-04-04,Plant C,M15,Packaging,Morning,Nina,263,0.9,4,No,296,0.8875,0.015209125475285171,3000,10,Old,
2025-04-04,Plant A,M01,Cutting,Morning,Liam,318,0.7,4,No,350,0.9125,0.012578616352201259,6000,3,New,
2025-04-04,Plant A,M02,Cutting,Morning,Sofia,283,1.0,4,No,328,0.875,0.014134275618374558,6000,4,New,
2025-04-04,Plant A,M03,Assembly,Afternoon,Camille,221,1.6,6,No,285,0.8,0.027149321266968326,6000,11,Old,
2025-04-04,Plant A,M04,Packaging,Afternoon,Mia,264,1.3,7,No,336,0.8375,0.026515151515151516,6000,5,Mid-life,
2025-04-04,Plant A,M05,Packaging,Afternoon,Ethan,286,1.3,7,No,355,0.8375,0.024475524475524476,6000,6,Mid-life,
2025-04-04,Plant B,M06,Cutting,Night,Lina,210,1.3,6,No,259,0.8375,0.02857142857142857,4200,7,Mid-life,
2025-04-04,Plant B,M07,Assembly,Night,James,160,2.4,6,No,239,0.7,0.0375,4200,12,Old,
2025-04-07,Plant A,M03,Assembly,Morning,Hugo,240,1.5,4,No,303,0.8125,0.016666666666666666,6000,11,Old,
2025-04-07,Plant A,M04,Packaging,Morning,Liam,284,1.4,5,No,358,0.825,0.017605633802816902,6000,5,Mid-life,
2025-04-07,Plant A,M05,Packaging,Morning,Sofia,298,1.4,5,No,378,0.825,0.016778523489932886,6000,6,Mid-life,
2025-04-07,Plant B,M06,Cutting,Morning,Emma,248,1.1,4,No,298,0.8625,0.016129032258064516,4200,7,Mid-life,
2025-04-07,Plant B,M07,Assembly,Afternoon,Ella,101,4.1,5,No,245,0.4875,0.04950495049504951,4200,12,Old,
2025-04-07,Plant B,M08,Assembly,Afternoon,Mason,228,0.8,5,No,259,0.9,0.021929824561403508,4200,4,New,
2025-04-07,Plant B,M09,Packaging,Afternoon,Nathan,252,1.2,6,No,306,0.85,0.023809523809523808,4200,8,Mid-life,
2025-04-07,Plant B,M10,Packaging,Night,James,220,1.7,7,No,296,0.7875,0.031818181818181815,4200,6,Mid-life,
2025-04-07,Plant C,M11,Cutting,Night,Mila,184,1.1,6,No,222,0.8625,0.03260869565217391,3000,2,New,
2025-04-08,Plant B,M07,Assembly,Morning,Ava,123,4.0,5,No,279,0.5,0.04065040650406504,4200,12,Old,
2025-04-08,Plant B,M08,Assembly,Morning,Lucas,262,0.6,4,No,283,0.925,0.015267175572519083,4200,4,New,
2025-04-08,Plant B,M09,Packaging,Morning,Emma,285,0.9,4,No,326,0.8875,0.014035087719298246,4200,8,Mid-life,
2025-04-08,Plant B,M10,Packaging,Morning,Ava,303,0.9,5,No,346,0.8875,0.0165016501650165,4200,6,Mid-life,
2025-04-08,Plant C,M11,Cutting,Afternoon,Aria,197,1.3,5,No,245,0.8375,0.025380710659898477,3000,2,New,
2025-04-08,Plant C,M12,Cutting,Afternoon,Mila,185,1.3,4,No,232,0.8375,0.021621621621621623,3000,9,Old,
2025-04-08,Plant C,M13,Assembly,Afternoon,Owen,179,1.3,4,No,226,0.8375,0.0223463687150838,3000,5,Mid-life,
